BlockID,Process
blk_7427307448707327249,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4"
blk_2912732363095595893,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-4190491243436026170,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-4667470578821022066,"I1, I2, I1, I1, I3, I4, I5, I4, I3, I4, I3, I5, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4"
blk_-8054782785917830420,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-8091841062813936618,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4"
blk_9210346052555304090,"I2, I1, I1, I1, I5, I5, I3, I4, I4, I3, I3, I4, I5, I13, I13, I13, W4"
blk_202536106610432362,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-2869299916035182755,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I3, I4, I4, I13, I13, I13, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-4430564173662960642,"I2, I1, I1, I1, I5, I5, I3, I4, I4, I3, I5, I3, I4, I13, I13, I13, W4"
blk_-6586753944835843334,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4"
blk_-6879190567969332918,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I3, I4, I5, I5, I13, I13, I13, W4"
blk_-6931080266317198977,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_7352609810175565501,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I3, I4, I4, I5, I13, I13, I13, W4"
blk_-859705208416062320,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4, I13, I13, I13, W4, W4"
blk_1404945464756167309,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I13, I13, I13, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_1448813076571847187,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_1912523661436659100,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4, I13, I13, I13, W4"
blk_2347008916727134499,"I2, I1, I1, I1, I4, I3, I4, I3, I5, I5, I5, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_3508011185486088738,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4"
blk_3880327230518840131,"I1, I2, I1, I1, I5, I5, I4, I4, I3, I3, I4, I3, I5, I13, I13, I13, W4"
blk_3972287319691001044,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-4770972463483766707,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-6125125239494402092,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4, I13, I13, I13, W4"
blk_8059760933250408909,"I1, I2, I1, I1, I5, I3, I4, I5, I4, I3, I5, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4"
blk_966870748231287658,"I2, I1, I1, I1, I5, I5, I3, I3, I4, I4, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4"
blk_1279101103527882599,"I1, I2, I1, I1, I5, I3, I4, I3, I4, I3, I4, I5, I5, I13, I13, I13, W4"
blk_-2598897828182146855,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4"
blk_3341600009111698611,"I1, I1, I2, I1, I5, I5, I3, I3, I4, I3, I4, I4, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4"
blk_-4002888391906787542,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I3, I4, I4, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4"
blk_4386079411548040260,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I13, I13, I13, W4"
blk_4675103097330094461,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4"
blk_5488900529276086615,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-7518315834509097389,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4"
blk_855704723224540977,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I3, I4, I3, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4"
blk_1640563687655694592,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I3, I4, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_-7851573941192785283,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_-2947515393396507971,"I1, I1, I2, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4"
blk_3522654861930890662,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3, I13, I13, I13, W4"
blk_-4673142718163027981,"I2, I1, I1, I1, I4, I3, I5, I4, I5, I3, I4, I3, I5, I13, I13, I13, W4"
blk_-7660193828821971101,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I4, I3, I3, I13, I13, I13, W4"
blk_-9166492953238830125,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_2689014683808259029,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-2973260837493784784,"I2, I1, I1, I1, I4, I3, I4, I5, I4, I3, I5, I3, I5, I13, I13, I13, W4"
blk_3909865472571090536,"I1, I2, I1, I1, I4, I3, I3, I4, I3, I4, I5, I5, I5, I13, I13, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-859147788836187186,"I1, I2, I1, I1, I5, I5, I5, I4, I4, I3, I3, I3, I4, I13, I13, I13, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-4393655256228529026,"I1, I2, I1, I1, I4, I4, I3, I3, I5, I5, I5, I3, I4, I13, I13, I13, W4"
blk_-5114249203202400596,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4"
blk_-546318595782592836,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I5, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_3363069898317139269,"I1, I2, I1, I1, I4, I4, I3, I3, I3, I4, I5, I5, I5, I13, I13, I13, W4"
blk_8573973636575611103,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-3758406899752824535,"I1, I2, I1, I1, I5, I5, I4, I3, I3, I4, I3, I4, I5, I13, I13, I13, W4"
blk_38865049064139660,"I2, I1, I1, I1, I4, I3, I5, I5, I3, I4, I4, I3, I5, I13, I13, I13, W4"
blk_-4229931861869531048,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4"
blk_-1626340715627889482,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, I13, W4"
blk_2221775105544933826,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4"
blk_4737741713837408345,"I1, I2, I1, I1, I4, I5, I5, I5, I4, I3, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4"
blk_-5950249832413179417,"I1, I2, I1, I1, I5, I4, I3, I5, I4, I3, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4"
blk_-8420426811026669438,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I3, I4, I4, I4, I13, I13, I13, W4"
blk_-1470784088028862059,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I3, I4, I4, I13, I13, I13, W4"
blk_2366822833609442341,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I4, I3, I4, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4"
blk_-2917825689581470793,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I4, I3, I13, I13, I13, W4"
blk_-4046605047697127122,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4"
blk_-5584251724032983856,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4"
blk_6021477756386488418,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I3, I4, I5, I13, I13, I13, W4"
blk_7268266957111394674,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_8814359467727556626,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I4, I4, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-1700929423419481113,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I3, I4, I4, I5, I13, I13, I13, W4"
blk_-2622300918011411840,"I2, I1, I1, I1, I5, I3, I3, I4, I4, I3, I4, I5, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4"
blk_3152503487390436165,"I2, I1, I1, I1, I5, I5, I3, I3, I4, I4, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_-4365681458226063681,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-5912999755522282446,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, W4"
blk_-7559008592818043090,"I1, I2, I1, I1, I5, I5, I3, I4, I4, I3, I3, I4, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4"
blk_-8588230903310885315,"I2, I1, I1, I1, I5, I5, I4, I4, I3, I3, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_9125494407446525156,"I2, I1, I1, I1, I4, I5, I5, I3, I3, I4, I4, I3, I5, I13, I13, I13, W4"
blk_2619290546489140930,"I2, I1, I1, I1, I4, I5, I5, I5, I3, I3, I4, I3, I4, I13, I13, I13, W4"
blk_-3283849791137044034,"I1, I1, I2, I1, I5, I5, I4, I3, I3, I3, I4, I4, I5, I13, I13, I13, W4"
blk_-7686748181966193443,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5, I13, I13, I13, W4"
blk_-1916058035352472789,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-2278104779962392523,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I4, I3, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4"
blk_-3193540685585849952,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4"
blk_4931832500563355889,"I1, I1, I2, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5, I13, I13, I13, W4"
blk_5133892961859808126,"I2, I1, I1, I1, I5, I5, I3, I3, I4, I3, I4, I4, I5, I13, I13, I13, W4"
blk_-1052739769153545987,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_4151093570962084251,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I3, I4, I5, I5, I13, I13, I13, W4"
blk_6717969265771639561,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4, I13, I13, I13, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-4236464647074379160,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I5, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-2498004188306609167,"I1, I2, I1, I1, I5, I5, I4, I4, I3, I3, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_5636792039332085446,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3, I13, I13, I13, W4"
blk_-7185891569842971867,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_2583366788302307794,"I2, I1, I1, I1, I3, I4, I5, I5, I3, I4, I4, I3, I5, I13, I13, I13, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-4026330115303607086,"I2, I1, I1, I1, I5, I5, I3, I3, I4, I3, I4, I4, I5, I13, I13, I13, W4"
blk_-1577830978049349432,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4"
blk_6420476111425645508,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4"
blk_377236923047456543,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4"
blk_8223024669447846632,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I3, I4, I4, I5, I13, I13, I13, W4"
blk_4058804987355354315,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I3, I3, I4, I4, I13, I13, I13, W4"
blk_4856031730010032819,"I2, I1, I1, I1, I5, I5, I4, I3, I3, I4, I4, I3, I5, I13, I13, I13, W4"
blk_-6339417867119146108,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, I13, W4"
blk_-6714222090039882252,"I2, I1, I1, I1, I5, I5, I4, I3, I3, I4, I5, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_4031055865781150544,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_8725561728667995755,"I2, I1, I1, I1, I5, I5, I3, I3, I4, I4, I3, I4, I5, I13, I13, I13, W4"
blk_-9084956447070300510,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I5, I5, I4, I3, I13, I13, I13, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-8048421706779991679,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I5, I5, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4"
blk_-4525470997464616220,"I1, I2, I1, I1, I3, I4, I4, I5, I5, I5, I3, I4, I3, I13, I13, I13, W4"
blk_872694497849122755,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4, W4, W4"
blk_-5170072115129389871,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-5493359978973542887,"I2, I1, I1, I1, I4, I3, I4, I5, I5, I5, I3, I3, I4, I13, I13, I13, W4"
blk_-8162512552777886199,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3, I13, I13, I13, W4"
blk_1185079144408607775,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I3, I4, I3, I4, I13, I13, I13, W4"
blk_-6852866038059123001,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, I13, W4"
blk_6578809109018330119,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-7130787197300034964,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5, I13, I13, I13, W4"
blk_2657254091763574664,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4"
blk_3091099087150179177,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I4, I3, I3, I3, I13, I13, I13, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4"
blk_4623571410782847630,"I2, I1, I1, I1, I5, I3, I4, I3, I3, I4, I4, I5, I5, I13, I13, I13, W4"
blk_-568941302732430172,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4"
blk_2404342940449629715,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I3, I4, I3, I3, I13, I13, I13, W4"
blk_-5414183895914433338,"I2, I1, I1, I1, I5, I4, I3, I4, I5, I5, I4, I3, I3, I13, I13, I13, W4"
blk_613065710451569222,"I1, I2, I1, I1, I4, I3, I4, I5, I5, I5, I4, I3, I3, I13, I13, I13, W4"
blk_-67977319704233769,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I4, I3, I5, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4"
blk_-8694359045337946818,"I1, I2, I1, I1, I5, I4, I3, I3, I4, I3, I4, I5, I5, I13, I13, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4"
blk_24847521761041757,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4"
blk_-3238412011236244640,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I3, I4, I5, I13, I13, I13, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-1121030458003600251,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I5, I4, I3, I13, I13, I13, W4"
blk_-6827329558602881823,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4"
blk_7132759917805418067,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4"
blk_7392010738495470190,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4, I13, I13, I13, W4"
blk_8055148678985254863,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4"
blk_-3520428728308625709,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10"
blk_6986538622634403948,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I5, I3, I4, I13, I13, I13, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-6035208985581955117,"I1, I2, I1, I1, I4, I3, I4, I5, I5, I4, I3, I3, I5, I13, I13, I13, W4"
blk_6678472565712118087,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3, I13, W4"
blk_7573381576932599374,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3, I13, I13, I13, W4, W4"
blk_197214010584922120,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I3, I4, I5, I5, I13, I13, I13, W4, W4, W4, W4"
blk_-3253829104116368139,"I1, I2, I1, I1, I5, I3, I3, I4, I4, I5, I5, I4, I3, I13, I13, I13, W4"
blk_-3443869707407490925,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4"
blk_-7689031213313245416,"I1, I1, I1, I2, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4"
blk_3773669678166680940,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I3, I4, I4, I4, I13, I13, I13, W4"
blk_841265344082922041,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4"
blk_3488190436389958215,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I4, I3, I4, I4, I13, I13, I13, W4"
blk_-5358363415355511925,"I2, I1, I1, I1, I3, I5, I4, I5, I5, I4, I4, I3, I3, I13, I13, W4, I13"
blk_5274692881287326658,"I1, I1, I2, I1, I5, I3, I4, I3, I4, I5, I3, I4, I5, I13, I13, W4, I13"
blk_-2573988170548478524,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-5175722170941249815,"I1, I2, I1, I1, I5, I3, I3, I4, I4, I4, I3, I5, I5, I13, I13, I13, W4"
blk_2646137657036117634,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I3, I4, I4, I13, I13, I13, W4"
blk_-6232712486646639079,"I2, I1, I1, I1, I5, I5, I4, I3, I3, I4, I5, I3, I4, I13, I13, I13, W4"
blk_-7232800529359257484,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, I10, W4, W4, W4, W4"
blk_2585807940696131461,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I4, I4, I3, I13, I13, I13, W4"
blk_-7486457612086258197,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13, I13, I13, W4"
blk_1732876454483854279,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_3294295097158489623,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4, W4, W4, W4, I10, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-6511728007995801856,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4, W4"
blk_3953559589275347835,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3, I13, I13, I13, W4, W4, W4, W4"
blk_-463158400553007438,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I5, I3, I4, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_5614249702379360530,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I3, I4, I5, I13, I13, I13, W4"
blk_38171424126089923,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I5, I3, I4, I13, I13, I13, W4"
blk_-7532913187987519950,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I3, I4, I5, I13, I13, I13, W4, W4, W4, W4, W4, W4, W4, W4, W4, W4"
blk_-3318642146574997320,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3, I13, I13, I13, W4, W4, W4, W4, W4, W4, I10, W4, W4"
blk_-6054385392244792487,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4, I13, I13, I13, W4"
blk_-7545473931084004681,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3, I13, I13, I13, W4, W4, W4"
blk_-237744713088101845,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I5, I5, I4, I3, I13, I13, I13, W4"
blk_541458502420960920,"I2, I1, I1, I1, I5, I3, I4, I4, I3, I5, I5, I4, I3, I13, I13, I13, W4"
blk_-7565306891743376805,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4, I13, I13, I13, W4"
blk_8465769948419925967,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3, I13, I13, I13, W4"
blk_1367870633219053668,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13, I13, I13, W4"
blk_-3572954475094555028,"I2, I1, I1, I1, I5, I4, I5, I5, I4, I3, I3, I4, I3, I13, I13, I13, W4, I10, W4, W4"
blk_2455917203220074754,"I2, I1, I1, I1, I3, I4, I3, I4, I5, I5, I5, I3, I4, I13, I13, I13, W4"
blk_-5472366049560759167,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3, I13, I13, I13, W4"
blk_-2449017855856764848,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5, I13, I13, I13, W4"
